250 	 50 
0.044906 	-0.319532 	-0.005666 	0.012347 	0.059470 	-0.029035 	-0.032637 	0.005654 	-0.093000 	-0.106259 	-0.122797 	0.186479 	-0.303417 	-0.067607 	-0.100360 	-0.156382 	-0.012960 	0.117985 	0.120138 	0.020816 	0.010877 	-0.043712 	0.368813 	0.121334 	0.081219 	-0.024121 	0.142758 	0.117936 	0.098312 	0.038919 	-0.070446 	-0.357127 	0.014112 	0.081398 	0.110179 	-0.020435 	0.075839 	0.155376 	-0.110930 	0.010514 	-0.029039 	0.054783 	-0.369816 	0.125583 	0.129342 	-0.067158 	0.160202 	-0.072027 	-0.188812 	-0.128753 	
0.182397 	-0.129281 	-0.166165 	0.288933 	-0.011426 	0.120511 	-0.047438 	0.063230 	0.018356 	0.104303 	-0.022468 	-0.038230 	-0.065182 	0.078858 	0.144852 	-0.013640 	-0.000909 	0.197730 	-0.144698 	-0.098590 	0.012297 	0.150654 	0.293329 	-0.039382 	0.203405 	-0.025466 	0.061684 	0.001353 	0.241664 	-0.060214 	-0.169977 	-0.114861 	0.065279 	-0.067279 	0.059670 	0.121504 	-0.160939 	-0.198880 	-0.179021 	-0.268072 	0.018543 	0.102161 	-0.135965 	-0.059898 	0.010347 	0.411776 	0.121666 	0.012133 	0.170641 	0.000470 	
0.067504 	0.283011 	0.200048 	0.095702 	0.045663 	-0.169039 	-0.023638 	-0.128358 	0.132695 	-0.043602 	-0.121246 	0.179174 	0.162861 	-0.155014 	-0.312068 	0.101286 	0.041435 	0.071885 	0.002085 	0.106172 	-0.088518 	0.319572 	0.167091 	0.006823 	0.061917 	0.128226 	-0.069366 	0.276045 	0.032794 	-0.162724 	0.075020 	0.036787 	-0.035321 	-0.171438 	0.121922 	-0.064956 	-0.109735 	0.038787 	0.116437 	-0.019289 	-0.001585 	0.237547 	0.063101 	-0.038926 	0.264493 	-0.227411 	0.021637 	0.026664 	-0.182362 	-0.082571 	
0.025056 	0.148958 	-0.001004 	-0.130613 	-0.118282 	-0.113056 	-0.063109 	-0.263706 	-0.021853 	0.285891 	-0.096855 	0.015722 	-0.070946 	0.042733 	0.079498 	-0.291441 	-0.045952 	0.161776 	0.005518 	-0.006778 	0.086286 	-0.027427 	-0.058057 	-0.013331 	0.090939 	0.044370 	-0.194000 	-0.036027 	0.295634 	-0.208794 	0.029903 	-0.089409 	0.160096 	-0.143173 	0.063378 	0.078299 	0.193184 	0.128918 	0.005013 	0.380884 	0.309463 	-0.061658 	-0.011589 	0.005365 	0.043315 	-0.019121 	-0.100404 	0.212021 	-0.075757 	0.150496 	
0.048541 	0.005592 	-0.000192 	0.109539 	-0.112042 	0.360422 	0.192893 	-0.102571 	0.083119 	0.190646 	-0.001177 	0.178707 	-0.023363 	-0.022873 	-0.085459 	0.030755 	0.166986 	-0.055597 	0.173594 	0.014224 	0.135367 	-0.089287 	-0.106876 	-0.195856 	0.171201 	-0.090537 	-0.011073 	0.134520 	-0.337186 	0.027435 	-0.000819 	0.136164 	0.236672 	-0.178624 	-0.039536 	0.020841 	-0.068552 	0.017678 	-0.348050 	-0.045239 	-0.075153 	-0.184726 	-0.177671 	0.031935 	-0.129201 	0.022979 	0.058519 	-0.161882 	0.212449 	0.048521 	
0.277521 	-0.267585 	0.072640 	-0.176340 	0.212019 	0.017489 	-0.097968 	-0.195692 	-0.038533 	-0.178451 	0.069209 	-0.296946 	-0.072959 	0.046859 	0.028477 	-0.259374 	0.183199 	-0.014858 	-0.122448 	-0.084152 	-0.025267 	0.021961 	0.120107 	0.220163 	0.195003 	0.043726 	0.176335 	0.038257 	-0.124346 	0.131272 	0.015721 	0.106437 	-0.050549 	0.057220 	-0.086620 	0.100736 	-0.117224 	-0.214431 	0.051936 	-0.034834 	-0.233940 	-0.098214 	0.076639 	-0.094270 	0.145442 	0.071678 	-0.109968 	0.176274 	0.118706 	0.183084 	
-0.216597 	-0.104549 	-0.063581 	0.115727 	0.079983 	0.052765 	0.015052 	-0.196277 	0.105963 	0.089931 	0.180993 	-0.084491 	0.239837 	0.084949 	0.077436 	-0.109502 	0.126924 	-0.199654 	-0.186652 	-0.124114 	0.039075 	-0.063005 	-0.146091 	0.045186 	-0.045647 	-0.299566 	-0.065372 	0.071769 	-0.089495 	-0.024119 	-0.176022 	-0.078802 	0.006938 	0.112297 	0.338430 	-0.008121 	0.183614 	-0.243671 	0.074344 	0.034765 	0.289432 	0.222320 	-0.017254 	0.006262 	-0.248695 	-0.032248 	-0.129146 	0.091195 	0.050078 	-0.041362 	
0.025558 	-0.009695 	-0.081782 	-0.272806 	-0.044707 	-0.073580 	-0.117221 	-0.124272 	-0.231977 	-0.179341 	-0.057439 	-0.074499 	0.113872 	-0.265081 	-0.288864 	-0.331293 	-0.030537 	0.145604 	0.217247 	-0.063255 	-0.041866 	0.025192 	-0.147827 	-0.105884 	-0.046558 	-0.045739 	-0.199409 	0.035588 	0.076150 	0.250283 	0.156190 	0.229516 	0.023529 	0.085027 	0.113094 	-0.018504 	0.169845 	-0.034905 	0.285677 	-0.070999 	0.046889 	0.176125 	-0.004698 	0.079829 	0.078317 	0.087588 	-0.019997 	-0.130574 	0.037619 	-0.027989 	
0.080087 	0.211014 	-0.030727 	-0.057003 	-0.033428 	-0.181450 	0.279476 	0.206849 	-0.000659 	0.151562 	0.043770 	-0.006370 	0.063330 	-0.026739 	-0.145611 	0.068023 	-0.048716 	-0.048371 	-0.028238 	0.045584 	-0.044146 	-0.057939 	0.227893 	0.202912 	0.016109 	0.084248 	-0.151326 	-0.019091 	0.098367 	0.173911 	0.197568 	0.191322 	-0.111902 	-0.151893 	-0.086911 	-0.036391 	0.216721 	-0.060767 	-0.374501 	-0.237902 	0.268708 	-0.260409 	0.002961 	0.159719 	0.025048 	-0.054185 	-0.107823 	0.060626 	0.038189 	0.066528 	
0.112619 	-0.080942 	-0.226209 	0.004957 	0.165433 	0.071674 	0.165186 	-0.222264 	-0.063607 	-0.214558 	-0.359051 	-0.130214 	0.135283 	-0.038668 	0.014395 	0.061978 	-0.122211 	-0.093936 	-0.397409 	0.073355 	-0.018577 	-0.187129 	-0.059516 	-0.000711 	0.009376 	0.039567 	0.077160 	0.211076 	0.020696 	-0.071052 	0.115370 	-0.239829 	-0.005601 	0.076100 	-0.168522 	-0.221329 	0.025244 	-0.101821 	0.018062 	0.115145 	0.057577 	0.134281 	-0.179771 	0.045185 	-0.149494 	-0.128856 	-0.084128 	-0.065063 	-0.176384 	-0.035423 	
