200 	 50 
-0.021310 	-0.128556 	-0.333556 	-0.229104 	0.175264 	0.211930 	0.007864 	-0.166115 	0.017510 	0.183802 	0.023066 	0.044436 	0.198090 	0.253147 	0.052865 	-0.210621 	-0.036761 	0.121046 	0.201169 	0.098948 	-0.061288 	0.031593 	0.068350 	0.069862 	0.041690 	-0.145211 	-0.152929 	-0.212416 	-0.061607 	-0.143254 	0.056516 	-0.094351 	-0.016822 	-0.058601 	0.160417 	0.013523 	-0.026239 	0.107488 	0.356195 	0.133576 	0.061884 	-0.043089 	0.113596 	0.266048 	0.070618 	0.109552 	-0.086787 	0.136023 	-0.015470 	-0.036946 	
0.038305 	-0.063879 	0.145372 	0.009130 	-0.010745 	-0.027121 	0.014623 	0.215676 	0.107978 	0.031677 	0.125892 	0.252666 	0.099254 	0.038358 	-0.029503 	-0.059282 	-0.152435 	-0.148408 	0.048496 	0.192693 	-0.138754 	-0.060112 	0.054052 	0.074448 	0.028509 	-0.114786 	0.077454 	-0.111791 	-0.075799 	0.137522 	-0.011136 	0.058309 	-0.199193 	0.265429 	-0.021226 	-0.140889 	-0.291741 	-0.083096 	-0.027250 	-0.280051 	-0.261343 	0.023166 	0.008604 	-0.175633 	-0.159903 	-0.129792 	-0.173708 	0.113060 	0.076995 	-0.384938 	
0.000054 	0.157873 	0.006291 	-0.061156 	0.034274 	-0.140768 	-0.115049 	0.058417 	-0.046101 	-0.054695 	-0.281652 	0.220891 	-0.039372 	0.004410 	-0.273909 	0.041146 	-0.085912 	-0.175294 	0.115048 	-0.223929 	-0.072267 	0.113492 	0.102959 	0.143836 	-0.114035 	0.020260 	-0.008996 	-0.108081 	0.117102 	-0.192935 	0.121253 	-0.073085 	-0.031508 	0.070864 	0.042383 	0.047230 	-0.168846 	-0.065019 	0.491717 	-0.022875 	0.152526 	-0.165347 	-0.111864 	-0.152151 	0.177818 	-0.083322 	0.024881 	0.006406 	0.130778 	0.217746 	
0.175388 	-0.073231 	0.115508 	0.027519 	0.049724 	-0.133082 	0.051949 	-0.038809 	0.000461 	0.015562 	-0.104994 	0.058764 	-0.150704 	-0.019297 	-0.132094 	-0.114544 	-0.149309 	0.122340 	0.110758 	0.192467 	0.002495 	0.199252 	0.127853 	0.027930 	0.114027 	0.146055 	-0.156512 	-0.300155 	-0.134020 	-0.111211 	-0.317630 	-0.067564 	-0.029183 	-0.097737 	-0.017609 	-0.162862 	-0.098318 	-0.171877 	0.121411 	-0.044341 	0.329751 	-0.000016 	0.090571 	-0.045554 	0.133130 	0.159566 	0.156930 	0.204020 	0.055976 	0.322749 	
-0.101360 	-0.145017 	0.173438 	0.136150 	0.023394 	0.035606 	-0.073758 	0.064285 	0.055832 	0.146966 	0.084247 	0.065480 	0.079432 	0.086346 	-0.003170 	0.008026 	0.089863 	-0.008781 	-0.037326 	0.007261 	0.021485 	0.214135 	-0.148521 	-0.008859 	-0.178269 	0.051100 	0.161726 	0.107138 	-0.122766 	-0.450064 	-0.249592 	0.063731 	0.174604 	0.277925 	-0.006364 	0.191893 	-0.219715 	0.106090 	-0.012144 	0.060289 	0.016679 	0.136971 	0.075414 	-0.334028 	0.116058 	0.098769 	-0.076201 	0.087926 	-0.068914 	0.197411 	
-0.043839 	-0.150558 	-0.194259 	0.040560 	0.331105 	0.300188 	-0.100269 	-0.253333 	-0.065595 	-0.028543 	-0.016939 	-0.074523 	0.095192 	0.028330 	-0.264606 	-0.190230 	0.160927 	0.053961 	0.067421 	0.041332 	-0.058422 	0.099435 	0.277485 	-0.148976 	-0.000418 	-0.231482 	0.009415 	-0.104720 	-0.118073 	0.084112 	-0.202413 	-0.077547 	-0.080249 	0.032711 	-0.087665 	0.004725 	0.207307 	0.088493 	0.192907 	0.297854 	-0.009371 	0.035519 	0.004449 	-0.059351 	-0.083500 	-0.104675 	-0.192816 	-0.005256 	-0.041986 	0.033001 	
-0.017386 	0.110719 	-0.054246 	-0.151785 	-0.051877 	-0.019728 	0.007383 	-0.186420 	0.031109 	-0.020834 	-0.004770 	-0.121226 	0.008311 	0.129905 	0.118840 	0.063863 	0.111110 	0.115581 	-0.090054 	-0.007954 	-0.168650 	-0.002135 	0.440189 	-0.246170 	-0.244032 	-0.098182 	0.015200 	0.018553 	0.114720 	0.003560 	-0.240706 	0.133839 	-0.109582 	-0.022729 	-0.153881 	-0.063782 	0.140273 	0.277749 	-0.177273 	0.054065 	0.172583 	0.178426 	-0.066724 	-0.068546 	0.103382 	0.114997 	-0.098882 	-0.011599 	-0.302462 	0.171173 	
0.108240 	0.143289 	0.009564 	-0.145164 	0.186943 	-0.223530 	-0.027290 	-0.272902 	-0.223627 	0.014338 	-0.115686 	-0.045535 	-0.219416 	0.180591 	0.093050 	0.202128 	0.183930 	-0.113454 	-0.154424 	-0.020875 	0.084104 	-0.032581 	0.076320 	-0.221170 	-0.010489 	0.097874 	0.102157 	0.052885 	0.169623 	0.013656 	0.016222 	-0.324098 	-0.113729 	0.003864 	0.049840 	0.121489 	-0.183288 	-0.136141 	0.104992 	0.027666 	0.241037 	0.054827 	0.121919 	-0.162852 	-0.171175 	0.073924 	0.254898 	0.048677 	-0.019469 	0.019551 	
0.052330 	-0.052645 	-0.052027 	0.026962 	-0.165639 	-0.194022 	0.160940 	0.132771 	-0.169904 	-0.143582 	-0.040992 	0.029062 	0.214353 	-0.171891 	-0.001673 	-0.141825 	0.146521 	0.110396 	0.117468 	0.161276 	0.162274 	-0.004678 	-0.031204 	0.129286 	0.277406 	0.050136 	-0.020038 	-0.175211 	-0.042802 	0.029673 	0.088158 	-0.203930 	0.041747 	0.090458 	0.064916 	-0.303945 	0.204271 	0.046207 	-0.062217 	0.084987 	-0.271089 	-0.113093 	0.143461 	0.112528 	-0.077458 	-0.249710 	-0.252930 	0.038815 	-0.167861 	-0.108013 	
-0.234037 	0.150710 	0.094779 	-0.117094 	0.215375 	0.194111 	-0.151290 	0.073324 	0.047114 	-0.174758 	-0.220624 	0.077825 	-0.217261 	0.087113 	0.037220 	0.054704 	-0.157935 	-0.155046 	-0.274370 	-0.080705 	-0.178116 	-0.028051 	-0.053919 	0.065184 	-0.139947 	-0.214312 	-0.179472 	-0.049114 	-0.058097 	0.048344 	-0.277598 	-0.129241 	-0.200394 	0.155313 	0.110305 	-0.153711 	0.020574 	0.083236 	0.174501 	-0.104399 	0.137375 	0.065437 	0.163848 	0.057641 	-0.110101 	0.068431 	0.076172 	0.168780 	-0.100023 	-0.087038 	
